indices,nomes,paises
2024-03-17,Mary Barry,American Samoa
1995-01-02,Amy Chang,Korea
1998-05-08,Erin Chapman,Saint Kitts and Nevis
2003-11-16,Daniel Anderson,Benin
2019-04-30,Christopher Dixon,Finland
2017-06-28,Lauren Scott,Pakistan
2008-06-08,Felicia Hernandez,Guadeloupe
2008-08-08,James Rollins,Norway
2019-09-09,Daniel Wood,Oman
2005-03-16,Kristina Burke,San Marino
2017-12-28,Tasha Bell,Chad
2015-02-10,Dr. Katie Lee,Korea
1998-02-25,Cristina Castillo,Czech Republic
2019-07-04,Amanda Weaver,Italy
2001-10-21,Bryan Davis,French Polynesia
2010-09-19,Charlotte Duran,Tunisia
2007-07-03,Lisa Rodriguez,Bolivia
2009-01-14,Dr. Andrew Jones,Pitcairn Islands
2021-12-30,Michael Adams,Svalbard & Jan Mayen Islands
2019-01-23,Robert Gould,Greece
2000-05-12,Amanda Nunez,South Africa
2009-05-22,Greg Avila,Mozambique
2021-06-05,Regina Butler,Spain
1998-06-02,Craig Castaneda,Cambodia
2004-01-05,Charles Bass,Equatorial Guinea
2021-10-31,Matthew Grant,Saint Kitts and Nevis
2013-07-17,Sarah Lawson,Canada
1999-04-12,Corey Grimes,Equatorial Guinea
2003-02-16,Dr. Margaret Jenkins PhD,Kazakhstan
2023-05-29,Joshua Baker,Malaysia
1999-06-11,John Davis,Peru
2014-09-04,Christopher Brown,Eritrea
2024-04-14,Lindsay Chavez,Bahrain
2012-02-27,Ashley Clarke,Hong Kong
1998-05-29,Sarah Chavez,Bolivia
2005-05-04,Thomas Mosley,Latvia
2010-06-09,Cory Aguirre,Bermuda
2017-12-02,Kelly Wilson DDS,Botswana
2004-10-21,Lauren Ray,Ireland
2022-08-12,Anthony Hardy,Iraq
2014-07-18,Tyrone Maddox,Namibia
2001-05-21,Melissa Kennedy,Uganda
1998-08-30,Elizabeth Lewis,Lithuania
2020-06-08,Scott Edwards,Dominica
2021-03-06,Madison Patel,Pitcairn Islands
2012-06-08,Krista Davis,Wallis and Futuna
2009-11-10,Joanne Lynn,France
2021-01-14,Lori Mahoney,Northern Mariana Islands
2014-08-24,Adam Cross,Norfolk Island
1998-02-21,Amy Willis,Malta
2004-06-07,Robert Moody,Mali
2021-01-31,Joshua Rose,Iceland
2003-07-03,Ruben Hatfield,Macedonia
2018-12-27,Patricia Scott,Germany
2015-01-25,Cynthia Rangel,Armenia
2015-12-16,Samantha Webb,Samoa
2018-09-10,Raymond Mercer,Oman
2020-02-26,David Leach,Uganda
2012-01-13,Amber Miranda,Sao Tome and Principe
2008-08-12,Jose Miller,Spain
2022-06-18,Donna Smith,Peru
1995-03-06,Tammy Cervantes,Micronesia
2013-01-16,Erica Sexton,Dominica
2006-12-31,Amanda Nicholson,Madagascar
2001-03-04,Tanya Booker,Oman
2017-11-28,Ryan Miranda,American Samoa
2016-04-12,Steven Greene,Benin
1999-01-08,Jennifer Oconnor,Spain
2019-04-19,Jose Roberts,Paraguay
2003-02-17,Alicia Henderson,Sierra Leone
2018-04-07,Dr. Alexis Harris,Tuvalu
2011-06-06,Dennis Skinner,Greece
1999-07-14,Kelly Snyder,Sierra Leone
2003-04-11,Melinda Dennis,Mauritius
2017-10-13,Sean Parsons,Macedonia
2006-03-23,Mark Galloway,Israel
2010-12-05,Julie Lee,Switzerland
2022-09-11,Ronald Pena,Cambodia
2002-08-21,Natalie Flowers,Liechtenstein
1999-08-22,Kelly Brown,Mozambique
2023-07-19,Daniel Baird,Indonesia
2022-01-21,Mario Smith,Dominican Republic
2000-09-27,Sally Mccoy,Holy See (Vatican City State)
2019-01-30,Mark Harrison,Paraguay
2000-02-23,Tina Carroll,Tajikistan
2018-02-24,Paul Jones,Venezuela
2019-09-28,Gabriel Travis,Liberia
1997-02-11,James Jones,Trinidad and Tobago
2019-05-05,Shelia Beck,Vanuatu
2014-06-23,Deanna Owen,Tunisia
1995-03-22,Erin Williams,Vanuatu
2022-04-25,Patrick Schmidt,Western Sahara
2022-03-26,Vanessa Oneal,Zambia
2006-09-28,Dalton Coleman,United States Minor Outlying Islands
1999-01-30,Vicki Davis,Norway
2022-03-15,Tanya Ford,Chile
2011-10-02,Christopher Salazar,Argentina
2019-08-19,Gregory Martin,Paraguay
2023-08-02,Sandra Johnson,New Zealand
2011-02-16,Gregory Hughes,Peru
2008-12-06,Jennifer Sutton,Taiwan
2017-12-05,Justin Alexander,New Zealand
2012-01-06,Kristen Browning,Myanmar
2004-12-14,Gary Stevens,Guernsey
2001-07-27,Robin Hartman,Venezuela
1997-09-14,Zachary Wilcox,Palestinian Territory
2019-05-21,Kenneth Moore,Latvia
2003-10-25,Aaron Roberts,Georgia
1999-02-09,Sabrina Williams,Madagascar
2012-06-20,Monica Reynolds,Gambia
2019-01-20,Jacob Spence,Egypt
2007-09-02,Peter Smith,Estonia
2013-05-18,Joseph George,Northern Mariana Islands
2006-03-02,Nancy Thomas,Venezuela
1994-06-06,Christopher Proctor,Latvia
2012-03-11,Katrina White,Croatia
2022-07-13,Jordan Johnson,Norway
2006-08-01,April Conley,Brunei Darussalam
2009-12-18,Christian Hunt,Guernsey
2016-02-15,Connor Casey,French Southern Territories
2015-05-15,Emily Phillips,Tajikistan
2000-04-07,Emily Jackson,British Virgin Islands
2016-03-21,Julie Brown,Tonga
2006-11-08,Christopher Gonzalez,Saint Vincent and the Grenadines
2000-10-23,Justin Johnson,Uzbekistan
1999-07-21,Valerie Newman,Cook Islands
2005-05-29,Donald Ellis,Honduras
2016-04-15,Jesse Walker,Montenegro
2019-06-27,Zachary Nelson,Benin
2022-08-25,Jackson Stevens,Liberia
2008-11-24,Joan Hernandez,Vanuatu
2008-10-07,Dana Compton,Bouvet Island (Bouvetoya)
2016-11-02,Joshua Small,Czech Republic
2013-05-13,Heather Walker,Fiji
2010-06-18,Carolyn Rodriguez,Brazil
2019-03-07,Matthew Lee,Palestinian Territory
2015-12-27,Jason Silva,Philippines
2013-06-14,Carolyn Wilkerson,Belize
2007-10-17,Samuel Garner,Tajikistan
2019-01-18,Teresa Ferguson,Samoa
2005-03-11,Emily Stevens,Guinea-Bissau
1998-11-06,Kathy Espinoza,Australia
2000-07-27,Ronnie Daniel,Pitcairn Islands
1996-10-20,Tanya West,Italy
2020-08-08,Matthew Gardner,Vietnam
2014-10-04,Monica Sawyer,Samoa
1995-12-25,Tony Wright,Haiti
1997-05-02,Jessica Mccoy,Egypt
2004-07-21,Jenny Harper,Cuba
1995-10-17,Micheal Scott,Tokelau
2010-07-21,David Miller,Myanmar
2010-08-06,Christine Blake,Holy See (Vatican City State)
2014-02-17,Theresa Ramirez,Tonga
2002-05-06,Charlotte Smith,Russian Federation
2011-03-15,Haley Grant,Serbia
2009-06-18,Shelley Snyder,Grenada
2005-09-22,Richard Yang,Ghana
2002-03-01,Matthew King,Angola
2000-12-10,Angela Alexander,Pitcairn Islands
2018-12-28,Sean Ferguson,Suriname
2014-02-23,Patricia Chambers,Zimbabwe
1994-11-27,Stacey Terrell,Svalbard & Jan Mayen Islands
2003-03-14,Christian Munoz,Yemen
1999-07-24,Adam Rodriguez,Trinidad and Tobago
1996-01-17,Tyler Ortiz,Suriname
2007-03-04,Mrs. Tiffany Soto DDS,Northern Mariana Islands
2015-11-16,Rebecca Ferguson,Mauritius
2020-03-31,Danielle Larson,Portugal
2016-04-30,Michael Wall,Belarus
2018-07-14,Linda Hogan,Kiribati
2002-04-17,Ms. Rhonda Barron DDS,United Kingdom
1994-06-15,Emma Johnson,Slovakia (Slovak Republic)
2017-03-13,Charles Rivera,Iceland
2022-01-03,Thomas Hogan,Chad
2020-05-27,Bobby Jones,Libyan Arab Jamahiriya
2016-07-04,Anthony Summers,Kyrgyz Republic
2014-09-02,Christina Turner,Israel
1995-09-28,Ashley Fox,Jersey
2020-01-01,Deanna Castillo,Angola
2000-06-12,Christopher Thompson,Netherlands
2018-10-22,Glenn Williams,Yemen
2011-08-14,Traci Mercer,Norway
2012-08-15,Adam Bullock,Christmas Island
2024-03-15,Brandon Hoover,Lesotho
2004-08-23,Kevin Bond,Ethiopia
2023-03-14,Melissa Davis,Poland
1998-03-09,Rebecca Murphy,Solomon Islands
2017-12-14,Heather Turner,Chile
1994-06-25,Chad Rios,Mayotte
1994-11-07,Nicole Burke,Mayotte
1997-03-13,Bethany Hunt,Singapore
2019-09-22,Joshua Hunter,Germany
2009-03-22,Monica Wood,Kyrgyz Republic
2020-12-10,Michael Khan,Guinea-Bissau
2003-01-25,Elizabeth Wolf,Gibraltar
2019-11-30,Tommy Anderson,Nigeria
2022-10-27,Daniel Crawford,Portugal
2020-11-05,Felicia Hart,Bhutan
2010-10-14,Jacob Payne,Eritrea
1995-04-27,Stephen Atkinson,Georgia
2003-08-09,Andrea Greer,Tunisia
2011-06-25,Joseph Mckee,Gibraltar
2015-03-11,Michael Allen,Jordan
2004-11-29,Sandra Jones,Hong Kong
2017-09-11,David Padilla,French Polynesia
2013-06-23,Emily Compton,San Marino
2014-03-06,Lori Martinez,Turkmenistan
1995-12-12,Christopher Cline,United States Minor Outlying Islands
2002-04-23,Jacob Brandt,Uzbekistan
2000-10-11,Robert Whitney,Guadeloupe
2016-11-27,Valerie Williams,New Zealand
2006-05-07,Brittany Martin,Tuvalu
2002-02-17,Jesse Gill,Czech Republic
2019-07-03,James Martinez,Ethiopia
2001-03-22,Rose Guzman,Jersey
1999-10-12,Mr. Austin Leon,Egypt
2000-11-12,Eric Kelly,Algeria
1998-10-10,Charles George,Afghanistan
2006-08-03,Edward Murray,United States Virgin Islands
2003-01-19,Kevin Anthony,Vanuatu
1994-11-02,Christopher Boyd,Belgium
1998-03-19,Jeffrey Lynch,Tokelau
2004-07-23,Jerry Duncan,Afghanistan
2001-11-21,Christopher Allen,Micronesia
2018-01-18,James Patterson,Algeria
2021-01-27,Deborah Shepherd,Cambodia
2001-01-12,Bobby Jackson,Antigua and Barbuda
2008-03-10,Sharon Montgomery,Zambia
2005-07-20,Chase Dillon,Afghanistan
1995-04-12,Ronald White,Chile
2013-12-31,Christian Cole,Marshall Islands
2016-10-02,Meghan Ellis,Liechtenstein
1996-06-18,Lauren Roach,Bahrain
2023-09-11,Mr. Joseph Morgan,Aruba
2008-12-18,Sheri Smith,Timor-Leste
2007-09-17,Daniel Mcgrath,British Indian Ocean Territory (Chagos Archipelago)
2015-08-19,Roger Gonzalez,Bahamas
1998-06-06,Brianna Smith,Uruguay
2018-09-02,Ryan Ross,Ireland
2000-07-10,Mark Rodgers,Guinea-Bissau
2004-12-03,Rodney Rasmussen,Korea
2022-07-26,Diana Dennis,Heard Island and McDonald Islands
2012-08-28,Kent Ellison,Liberia
2020-07-17,Jose Blackwell,Oman
2004-08-04,Alexandra Ortega,Mongolia
2000-01-06,Linda Higgins,Reunion
2012-09-16,George Aguilar,Montserrat
1994-09-21,Jonathan Perez,Luxembourg
1995-01-01,Jorge Bowman,Pitcairn Islands
2002-02-20,Joseph Crawford,Bulgaria
2004-01-19,Michelle Salazar,Bermuda
2006-01-06,Dr. Barbara Perez,Suriname
2007-05-12,Lori Newton,Jamaica
1995-01-22,Laura Smith,Guatemala
1995-12-25,Rachael Cohen,Iceland
1999-12-14,Andre Miller,Timor-Leste
2024-02-15,Cynthia Sanders,Burkina Faso
2018-03-21,Brian Perez,Micronesia
2023-11-27,Kaitlyn Simmons,Bangladesh
2016-07-05,Robert Jordan,Mauritius
2010-09-21,Christopher Turner,Macedonia
2007-05-24,Joseph Hawkins,Wallis and Futuna
2015-08-30,Christopher Jackson,Slovenia
2020-12-16,Gabriel Hill,Colombia
2007-11-09,James Allen,Philippines
2019-04-15,Andrea Macias,Pakistan
1996-05-02,George Oconnor,Saint Lucia
2011-04-25,Lee Sandoval,Aruba
2022-04-14,Leah Jacobs,Italy
2000-11-12,Diane Lee,Western Sahara
2022-04-03,James Levy,Nauru
2006-07-02,Savannah Parsons,Falkland Islands (Malvinas)
2003-03-12,Mr. Matthew Dawson,Afghanistan
2004-08-03,Melissa Barrett,Nepal
1999-05-19,Michael Tate,Yemen
2016-06-17,Cody Andrews,French Southern Territories
2015-11-01,Tracey Jones,Portugal
2013-04-07,Micheal Johnson,Iceland
2011-01-03,Brett Nelson,Nigeria
1994-08-17,Christopher Rose,American Samoa
1999-02-15,Chad Jones,Turkmenistan
1997-01-18,Lisa Wolfe,British Indian Ocean Territory (Chagos Archipelago)
2010-09-05,Ann Moody,Niue
2008-02-11,Jason Chapman,Kazakhstan
1997-07-17,Jacob Rodriguez,Liechtenstein
1994-05-08,Jody Larson,Rwanda
1997-05-01,Nathan Tapia,Niger
2011-01-01,Ryan Rogers,Belarus
2012-05-23,Emily Reed,American Samoa
2010-02-24,Jacqueline Hall,Mauritania
2007-11-02,Andrea Houston,Barbados
1995-08-25,Keith Martinez,Vanuatu
2017-05-23,Kelly Baker,Iran
2011-01-01,Deanna Anderson,India
2015-05-08,Vernon Montgomery,Syrian Arab Republic
2021-02-05,Jackie Erickson,Senegal
2001-10-18,Matthew Martinez,Angola
2015-08-15,Michael Hampton,Antigua and Barbuda
1995-12-20,Stacey Savage,Georgia
2014-01-11,Jordan Price,Haiti
2015-03-11,Lisa Jones,Zambia
1994-09-08,Mr. William Ramirez,Denmark
1996-02-04,Donna Mckinney,Western Sahara
2017-01-31,Barry Conner,Cuba
2004-12-16,Dustin Anderson,Kazakhstan
2000-02-25,Hunter Roman,Colombia
2017-08-29,Shelby Garcia,Saint Martin
1999-10-25,Megan Cole,Denmark
2005-07-17,Joseph Jackson,Bouvet Island (Bouvetoya)
2005-03-06,Nicholas Chung,Anguilla
2019-06-27,Cynthia Simmons,Bulgaria
2002-01-13,Debbie Miller,Qatar
1996-01-27,Debra Watson,Svalbard & Jan Mayen Islands
2007-10-09,Karen Garner,Heard Island and McDonald Islands
2016-10-28,Jennifer Sanchez,Pakistan
2006-03-23,John Davis,Syrian Arab Republic
2013-01-02,Joseph Hayes,Venezuela
2007-08-11,Kathryn Thomas,Israel
2008-06-02,Michael Marshall,Aruba
2014-12-30,Benjamin Gregory,Armenia
2017-07-04,Dustin Harris,Cape Verde
2012-02-13,Mr. Cody Brown,Holy See (Vatican City State)
2000-03-18,Anna Matthews,Armenia
2022-10-23,Patricia Thomas,Central African Republic
2014-12-10,Jennifer Lynch,Guernsey
2013-06-18,Thomas Diaz,Belize
2006-05-30,Kirsten Allen,Serbia
2012-06-07,Dr. Marissa Mccormick MD,Bangladesh
2013-04-07,Joshua Cross,Djibouti
2011-11-04,Derek Carter,Tokelau
2019-04-30,Bethany Anderson,Samoa
1998-05-02,Michael Dominguez,Andorra
2013-09-14,Andrew Norton,French Polynesia
2022-07-20,Brandi Combs,Israel
2023-03-26,Jacqueline Mccormick PhD,Cook Islands
2014-05-10,Diana Mitchell,Malaysia
2000-10-13,Dawn Barrett,Nepal
2010-05-01,Tiffany Ross,Belgium
2021-06-18,Erin Delgado,Sri Lanka
2003-11-28,Gina Wilkinson,Cyprus
2000-12-25,Sara Perez,Grenada
2006-08-11,Michael Jones,United States of America
2007-01-11,Kyle Kim,Western Sahara
1996-11-18,Jonathan Shaw,French Southern Territories
2010-10-24,Ryan Kelly,Singapore
2016-01-18,Derrick Collier,Palestinian Territory
2015-12-15,Cynthia Madden,British Indian Ocean Territory (Chagos Archipelago)
2019-03-13,Rebecca Obrien,Iceland
2019-04-08,Andre Anderson,San Marino
2006-04-28,Todd Wilkerson,Nepal
1999-01-19,Andrew Rios,Nigeria
2004-07-04,Brenda Newman,Cyprus
2011-11-26,Theresa Alexander,Chad
2018-06-10,Kyle Burns,Finland
2013-09-25,Richard Martin,Kazakhstan
2021-05-30,Catherine Ortiz,Russian Federation
2001-01-25,Tricia Martin,Peru
2015-02-13,Mark Zamora,Argentina
2008-07-03,Bonnie Shelton,Norway
2022-05-10,Cynthia Miller,Bhutan
2008-09-02,Darlene Cruz,Tuvalu
1995-06-29,Kayla Wong,Finland
2015-07-08,Hector Merritt,Italy
1996-12-30,Brian Gibbs,Angola
1997-05-01,David Martinez,Bosnia and Herzegovina
2007-05-20,Richard Smith,Swaziland
2002-02-18,Dustin Jones,Angola
1999-04-22,Christopher Craig,Micronesia
2021-10-02,James Jennings,Mozambique
2008-08-19,Alyssa Smith,El Salvador
2021-09-05,Ashley Logan,Pakistan
2006-08-10,Sarah Cook,Wallis and Futuna
2024-02-23,Jamie Davenport,Gabon
2009-07-09,Angela Hernandez,Japan
2021-10-13,Daniel Davenport,Afghanistan
2012-04-30,Jennifer Horton,Guam
2008-03-05,Benjamin Gray,Cambodia
2014-11-23,David Hernandez,Haiti
2018-02-26,John Washington,Vanuatu
2002-06-04,Shawn Mcintosh,Australia
1999-12-16,Mark Walker,Antigua and Barbuda
2015-05-12,Gerald Lee,Bahrain
2009-02-17,Leah Garcia,South Georgia and the South Sandwich Islands
2018-06-05,Raymond Blackwell,Gabon
2001-11-21,Melissa Pierce DVM,Turks and Caicos Islands
2016-12-18,Paula Lopez,Turks and Caicos Islands
2022-07-26,Daniel Howard,Saint Lucia
2015-11-24,Michelle Hudson,Angola
2003-08-31,Alicia Obrien,Andorra
2006-06-22,Philip Hardy,Panama
1997-11-21,Karen Burton,Senegal
1996-05-16,Kimberly Hill,Australia
2003-11-16,Matthew Estrada,Papua New Guinea
2002-07-12,Michael Horton,Micronesia
2006-10-20,Mitchell Stein,Cyprus
1994-07-08,Mark Howard,Burundi
1996-01-08,James Hernandez,Peru
2006-01-29,Jose Patterson,Korea
1999-09-22,Robert Sanchez,Gibraltar
2019-01-30,Elizabeth Jones,Turkmenistan
2010-10-03,Mrs. Courtney Davis,Morocco
2023-05-10,Lindsey Carpenter,Saint Pierre and Miquelon
2007-01-27,April Patton,Ethiopia
2006-06-15,Danielle Tate,Malaysia
1995-07-19,Gary Hall,Solomon Islands
2014-11-22,Dylan Hernandez,Mauritania
2022-09-05,Mrs. Misty Schneider MD,Morocco
2012-04-22,Mary Diaz,Azerbaijan
2016-08-01,Fernando Heath,Afghanistan
2020-09-30,Shane Mccarthy,Jersey
2019-12-07,Amy Morris,Nigeria
2004-09-28,Kimberly Tanner,United States Minor Outlying Islands
2000-01-27,Jeffrey Williams,Suriname
2007-08-05,Sarah Greene,Pitcairn Islands
2007-02-19,Juan Williams,Andorra
2007-01-29,Jesus Wilson,Vietnam
2011-08-14,Garrett Young,Vanuatu
2002-12-02,Aaron Weiss,Australia
1998-07-01,Karen Thomas,Falkland Islands (Malvinas)
2015-02-18,Vanessa Miller,Kyrgyz Republic
2018-10-24,Jason Huerta,Kiribati
2013-11-26,Juan Wagner,Sudan
1998-09-23,Susan Davis,Nigeria
2007-01-11,Christina Lowery,Greece
2018-10-16,Teresa Wilson,Ecuador
2019-05-27,Brenda Miles,Cyprus
1994-05-23,Derek Moore,Western Sahara
2005-11-09,Shawn Wright,Saint Lucia
2000-07-15,Jesse Harvey,France
1996-03-26,Robert Singh,Norfolk Island
2001-08-11,Stephanie Evans,Bolivia
2019-08-21,Anthony Banks,Somalia
2013-05-11,Lisa Pratt,Benin
2003-01-27,Jacob Monroe,Svalbard & Jan Mayen Islands
2005-08-07,Cheryl Vazquez,Belarus
2004-10-17,Brittney Davis,Lao People's Democratic Republic
2011-09-26,Kimberly Perkins MD,Saint Martin
2006-12-29,Bonnie Griffith,Nauru
2015-11-26,Madeline Wilson,Taiwan
1995-11-09,Courtney Ferrell,Holy See (Vatican City State)
2022-08-01,Michael Brown,Bulgaria
2015-01-24,Mark Gonzalez,Armenia
2004-09-22,Paige Curtis,France
2002-02-04,Jason Wagner,Netherlands
2023-09-01,Wayne Saunders,Guyana
2003-03-08,John Mcclure,Tunisia
1998-09-06,Alexander Stuart,Botswana
2002-12-13,Michael Mejia,Saudi Arabia
2012-08-16,Michelle Parker,Madagascar
2012-05-28,Dr. Erin Swanson,Aruba
2004-03-22,Brianna Hayes,Heard Island and McDonald Islands
1998-01-02,Haley Lopez,Reunion
1998-07-10,Sara Mendez,Bulgaria
1997-12-13,Gary Lopez,Aruba
2010-12-19,Michelle Roy,Mexico
2001-11-01,Julia Schwartz,United States Minor Outlying Islands
2023-05-20,Kristen Gonzalez,Macao
2008-02-07,John Perez,Guinea-Bissau
2003-02-11,Richard Rogers,Malta
2000-12-25,Ashley West,Cayman Islands
1995-03-10,Eddie Smith,Eritrea
2023-05-05,Robert Gutierrez,Gibraltar
2002-12-15,Christina Brown,Kenya
2002-02-25,Michelle Brown,Brazil
2000-08-03,Victoria Brooks,Christmas Island
2007-07-20,Connie Ashley,Spain
2020-10-08,Lindsey Ruiz,Madagascar
1995-01-30,Michael Blake,Kazakhstan
1994-09-14,Lucas Nguyen,Saint Pierre and Miquelon
2007-06-29,Jasmine Hayes,Saint Helena
1998-01-22,Jerry Hensley,Aruba
2016-01-04,Gloria Lewis,Jamaica
2002-12-29,Mr. Joe Archer,Czech Republic
2018-02-24,Larry Kelly,Hungary
2000-10-28,Stephen Garza,Romania
2007-02-06,Gloria Davis,Timor-Leste
2021-12-29,Julie James,Uzbekistan
1997-02-28,Susan Clark,Ghana
2008-01-30,Wendy Barnes MD,Aruba
1996-02-07,Sarah Gallegos,Australia
2017-09-25,Dustin Harris,Ecuador
2010-05-01,Amber Rivera,Afghanistan
1997-05-07,George Gonzalez,Iran
2022-04-07,Jerry Lopez,Kazakhstan
2009-05-13,Anthony Simmons,India
1999-01-29,Angel Vaughn PhD,Saint Kitts and Nevis
2010-07-31,Robert Sanchez,South Africa
2000-11-01,Michael Reynolds,Lesotho
2014-08-17,Nathan Gomez,Barbados
1994-05-06,Madison Barron,Jordan
2014-08-01,Matthew Lee,Austria
1999-03-14,Mr. James Buchanan MD,Switzerland
1999-08-13,Paul Hayes,Zimbabwe
1994-06-23,Thomas Dunn,Equatorial Guinea
2003-02-10,Ian Baird,El Salvador
2014-09-15,Erica Garrison,Mozambique
2018-11-11,Hayley Flores,Sri Lanka
2001-09-09,Heather Cook,Fiji
2016-12-29,William Bass PhD,Comoros
2011-07-04,Emily French,Cameroon
2009-02-05,Tina Davis,Singapore
2021-02-16,Robin Gibson,Zambia
2001-09-12,Stephen Berg,Kuwait
2005-03-04,Tristan Gould,Mexico
2017-05-31,Tina Williams,United Kingdom
2017-05-02,Joan Martinez,Fiji
2021-07-07,Janet Mckenzie,Kazakhstan
2022-04-29,Jeffrey Solomon,Spain
2000-06-26,David Adams,Germany
1997-12-20,Erica Castro,Kyrgyz Republic
2020-05-07,Susan Wolfe,Macao
2008-03-18,Greg Parker,New Caledonia
2005-09-07,Ian Mason,Guinea
2018-04-07,Derrick Miller,France
2002-03-27,Amy Burns,Sri Lanka
2004-06-25,Jessica Jackson,Israel
2016-02-10,Christine Wright,Singapore
2006-03-17,Erica Hall,Russian Federation
2003-02-04,Christopher Bennett,Belize
2022-08-04,Nicholas Ford,United Kingdom
1994-08-24,Tyler James,Suriname
1997-08-17,Rachel Vance,Cyprus
2003-05-08,William Jones,Grenada
2005-01-06,Dustin Clark,Micronesia
2003-12-18,Holly Lewis,French Guiana
2006-08-29,Sara Freeman,New Zealand
2007-06-01,Bryan Jones,Cocos (Keeling) Islands
2014-05-18,Harold Daniel,Gibraltar
1994-09-13,Ian Williams,Venezuela
1998-03-06,Derek Durham Jr.,Netherlands
1998-12-06,April Rodriguez,Cote d'Ivoire
2004-05-25,Thomas Smith,Israel
1995-03-15,Zachary Williams,Congo
1996-08-02,Karen Stephenson,Suriname
2007-01-02,William Hahn,Solomon Islands
2023-07-13,Rhonda Baker,French Polynesia
2013-07-17,Eric Carpenter,China
2016-09-08,Nancy West,France
1998-10-21,James Valdez,Turks and Caicos Islands
2004-06-14,Victor Chavez,Turks and Caicos Islands
2008-02-07,Catherine Ho,Vanuatu
2024-04-12,Joshua Delgado,Tonga
1996-09-02,Sean Swanson,Uganda
2006-08-18,Isaac Lewis,Bermuda
2016-11-28,William Johnson,Armenia
2005-03-10,Anthony Banks,Tuvalu
2010-02-21,Randy Garcia,Angola
2022-04-07,Angela Jackson,Singapore
2017-04-04,Wendy Bennett,Holy See (Vatican City State)
2019-11-06,Mrs. April Austin DDS,Northern Mariana Islands
2023-04-16,Maurice Allison,Guinea-Bissau
2016-08-18,Andrea Moore,Korea
2004-06-26,Ashley Jackson,San Marino
1997-01-12,Laura Barnett,Lithuania
2010-02-27,Steven Johnson,Guinea
2011-02-07,Wendy Holloway,Saint Lucia
1994-12-24,Brenda Edwards,Wallis and Futuna
2016-08-18,Donna Williams,Wallis and Futuna
2015-04-12,Henry Graham,Saudi Arabia
1994-04-29,Michael Hooper,San Marino
2000-09-07,Charles Werner,Czech Republic
2017-02-04,Troy White,Bermuda
2003-01-11,Joan Howell,Montenegro
2009-04-17,Michael Mahoney,Sri Lanka
2019-12-18,Paula Anderson,Samoa
1999-09-05,Donna Ross,Montenegro
2002-11-19,Jesus Smith,Azerbaijan
2004-06-24,Steven Montgomery,Guadeloupe
1998-09-28,Corey Good,Brunei Darussalam
2010-02-28,Jose Jones,Dominica
2015-09-23,Micheal Perry,Albania
2023-07-08,Ashley Young,Ireland
1996-06-24,Stephanie Maldonado,Japan
2004-04-19,Adam Barrera,French Guiana
2008-04-12,Philip Ray,Mozambique
2021-08-22,Philip Smith,Botswana
2022-10-18,Joann Hebert,American Samoa
2003-05-01,John Rodriguez,Palau
2009-10-08,Brenda Hunter,Austria
1998-06-18,Joel Hoffman,Saint Lucia
2002-12-04,James Lawrence,Western Sahara
2014-04-27,Jeanette Parker,Holy See (Vatican City State)
2021-05-17,Monique Kramer,Mauritania
2004-04-04,Michelle Gibson,Kyrgyz Republic
2000-09-29,Matthew Green,Sao Tome and Principe
2007-05-09,Micheal Mitchell,Saint Martin
1997-06-11,Gregory Lawson,Sudan
2012-12-25,Zoe Roy,Nauru
2003-03-05,Stephanie Dawson,Bolivia
2008-02-27,Joshua Simon Jr.,Bahamas
2006-02-08,Jose Walton,Saint Kitts and Nevis
